x_desired,y_desired,z_desired,x_actual,y_actual,z_actual
0.00663855,-1.49999,-1.2,-1.41383,-0.502086,0.961646
0.00663855,-1.49999,-1.2,-1.41057,-0.501131,0.957302
0.00663855,-1.49999,-1.2,-1.40923,-0.500149,0.951006
0.00663855,-1.49999,-1.2,-1.40838,-0.499081,0.945811
0.00663855,-1.49999,-1.2,-1.40421,-0.499975,0.941386
0.00663855,-1.49999,-1.2,-1.39847,-0.502927,0.931514
0.00663855,-1.49999,-1.2,-1.39917,-0.504265,0.92609
0.00663855,-1.49999,-1.2,-1.39963,-0.504965,0.92561
0.00663855,-1.49999,-1.2,-1.3984,-0.504796,0.924216
0.00663855,-1.49999,-1.2,-1.39789,-0.502518,0.916789
0.00663855,-1.49999,-1.2,-1.4029,-0.492671,0.912379
0.00663855,-1.49999,-1.2,-1.4036,-0.483697,0.910307
0.00663855,-1.49999,-1.2,-1.4022,-0.478139,0.905719
0.00663855,-1.49999,-1.2,-1.40072,-0.477855,0.899394
0.00663855,-1.49999,-1.2,-1.40094,-0.481336,0.892968
0.00663855,-1.49999,-1.2,-1.40232,-0.489402,0.893076
0.00663855,-1.49999,-1.2,-1.40281,-0.494685,0.894769
0.00663855,-1.49999,-1.2,-1.40449,-0.498128,0.894757
0.00663855,-1.49999,-1.2,-1.40777,-0.497968,0.891286
0.00663855,-1.49999,-1.2,-1.41269,-0.491791,0.887644
0.00663855,-1.49999,-1.2,-1.41755,-0.494684,0.887105
0.00663855,-1.49999,-1.2,-1.41908,-0.495885,0.88446
0.00663855,-1.49999,-1.2,-1.41873,-0.49594,0.88178
0.00663855,-1.49999,-1.2,-1.41849,-0.49814,0.881968
0.00663855,-1.49999,-1.2,-1.41963,-0.502694,0.880666
0.00663855,-1.49999,-1.2,-1.41987,-0.504533,0.88173
0.00663855,-1.49999,-1.2,-1.41807,-0.502272,0.883548
0.00663855,-1.49999,-1.2,-1.41393,-0.497952,0.88612
0.00663855,-1.49999,-1.2,-1.40916,-0.495778,0.88725
0.00663855,-1.49999,-1.2,-1.40583,-0.495222,0.887384
0.00663855,-1.49999,-1.2,-1.40122,-0.50049,0.88508
0.00663855,-1.49999,-1.2,-1.39585,-0.509836,0.884376
0.00663855,-1.49999,-1.2,-1.39104,-0.518837,0.883174
0.00663855,-1.49999,-1.2,-1.38559,-0.527003,0.878921
0.00663855,-1.49999,-1.2,-1.38299,-0.535758,0.87564
0.00663855,-1.49999,-1.2,-1.38241,-0.540218,0.872918
0.00663855,-1.49999,-1.2,-1.38431,-0.542141,0.87099
0.00663855,-1.49999,-1.2,-1.38848,-0.543227,0.869789
0.00663855,-1.49999,-1.2,-1.398,-0.545627,0.870106
0.00663855,-1.49999,-1.2,-1.40198,-0.542298,0.865569
0.00663855,-1.49999,-1.2,-1.41066,-0.536317,0.856311
0.00663855,-1.49999,-1.2,-1.41693,-0.530671,0.848821
0.00663855,-1.49999,-1.2,-1.41798,-0.526564,0.84273
0.00663855,-1.49999,-1.2,-1.41478,-0.52681,0.837012
0.00663855,-1.49999,-1.2,-1.41771,-0.526744,0.83431
0.00663855,-1.49999,-1.2,-1.42177,-0.529477,0.828558
0.00663855,-1.49999,-1.2,-1.42624,-0.531758,0.820303
0.00663855,-1.49999,-1.2,-1.42805,-0.530914,0.814804
0.00663855,-1.49999,-1.2,-1.42956,-0.533211,0.806552
0.00663855,-1.49999,-1.2,-1.4336,-0.541226,0.802345
0.00663855,-1.49999,-1.2,-1.43719,-0.548775,0.796755
0.00663855,-1.49999,-1.2,-1.44033,-0.551334,0.790631
0.00663855,-1.49999,-1.2,-1.4442,-0.548537,0.783034
0.00663855,-1.49999,-1.2,-1.44686,-0.54657,0.777684
0.00663855,-1.49999,-1.2,-1.44865,-0.54629,0.776227
0.00663855,-1.49999,-1.2,-1.44932,-0.542192,0.771935
0.00663855,-1.49999,-1.2,-1.44664,-0.533749,0.766045
0.00663855,-1.49999,-1.2,-1.43922,-0.524099,0.762157
0.00663855,-1.49999,-1.2,-1.43217,-0.514479,0.758357
0.00663855,-1.49999,-1.2,-1.42715,-0.505062,0.75453
0.00663855,-1.49999,-1.2,-1.42547,-0.499411,0.752062
0.00663855,-1.49999,-1.2,-1.42304,-0.495077,0.750412
0.00663855,-1.49999,-1.2,-1.4185,-0.494822,0.749364
